name	exactAddress	ambiance	signatureMenu	menuFeatures	positiveReviews	negativeReview	reviewLinks	waitingSystem	hasPlugs	parkingInfo	hasDecaf	isLargeCafe	isPetFriendly	comparisons	latitude	longitude
포레스트아웃팅스	경기 고양시 일산동구 고양대로 1124	실내 식물원 컨셉, 분수대와 정원, 웅장하고 거대한 층고	아메리카노, 시즌 생과일 크로아상	대중적인 맛의 원두 2종 선택 가능, 크고 화려한 비주얼의 베이커리류	실내 식물원에 온 것처럼 초록초록해서 부모님 모시고 가기 좋아요|날씨 상관없이 기분 전환하기 최고입니다|좌석이 다양해서 골라 앉는 재미가 있어요	음료와 빵 가격이 뷰티켓 값이라 생각해야 할 정도로 비쌉니다.	https://youtube.com/forest	규모가 워낙 커서 자리는 어떻게든 남 (주차는 대기 필요)	False	초대형 지하/지상 주차장 완비 (안내요원 다수)	True	True	False	더티트렁크|분위기|더티트렁크가 어둡고 빈티지하다면, 포레스트아웃팅스는 밝고 싱그러운 느낌
마일스톤 커피	서울 강남구 논현로153길 46	호주 멜버른 스타일의 캐주얼하고 힙한 분위기, 테라스	호주식 카푸치노, 플랫화이트, 티라미수	코코아 파우더가 듬뿍 올라간 쫀득한 거품의 카푸치노와 수제 마스카포네 티라미수	커피와 티라미수 조합이 환상적입니다|직원분들이 매우매우 친절하고 에너지가 넘쳐요|호주에 온 것 같은 자유로운 분위기입니다	좌석이 많지 않아 평일 애매한 시간에도 웨이팅이 있습니다.	https://blog.naver.com/milestone	웨이팅 패드 입력 (알림톡)	False	발렛파킹 가능	True	False	True	
프릳츠 마포점	서울 마포구 새창로2길 17	레트로 빈티지 코리안 감성, 어두운 조명과 자개장, 마당	잘되어가시나(원두) 브루잉 커피, 크루아상	단맛을 바탕으로 한 훌륭한 밸런스의 블렌딩 원두와 클래식하고 바삭한 프렌치 베이커리	원두를 사가고 싶을 정도로 커피 맛이 뛰어납니다|레트로 감성의 물개 캐릭터 굿즈가 매력적이에요|크루아상이 결대로 바삭하게 찢어집니다	매장 내부가 다소 어둡고 계단이 가파릅니다.	https://youtube.com/fritz	빵 결제 줄과 착석 눈치게임 병행	True	주차 불가 (도화공영주차장 이용)	True	False	False	
어니언 성수	서울 성동구 아차산로9길 8	낡은 공장과 인더스트리얼의 극치, 러프하고 빈티지한 분위기	팡도르, 아메리카노	폐공장을 개조한 공간에서 즐기는 달콤한 베이커리와 고소한 커피	성수동 감성의 끝판왕입니다|옥상 테라스석 분위기가 너무 좋아요|빵 종류가 다양합니다	테이블이 낮아 먹기 불편하고 의자가 딱딱합니다.	https://blog.naver.com/onion_seongsu|https://youtube.com/onion	주말 상시 웨이팅	False	주차 불가 (근처 공영주차장)	False	True	False	대림창고|인더스트리얼 감성|어니언 성수가 대림창고보다 베이커리 종류가 훨씬 다양하고 야외 마당이 넓음
센터커피 성수점	서울 성동구 서울숲2길 28-11	서울숲 뷰, 평화롭고 조용한 숲속 감성	게이샤 드립커피	영국 바리스타 챔피언이 큐레이션한 하이엔드 스페셜티 커피	커피 맛이 정말 깔끔하고 향긋합니다|서울숲을 보며 멍때리기 가장 좋은 곳|디저트도 훌륭해요	매장이 작아 자리 잡기가 매우 힙듭니다.	https://youtube.com/centercoffee	오후 시간대 만석	False	주차 불가 (서울숲 주차장 이용)	True	False	True	메쉬커피|커피 산미|센터커피가 메쉬커피보다 좀 더 화사하고 산뜻한 과일향에 집중함
딩가케이크	서울 마포구 동교로29길 68	미국 레트로 하이틴 영화 세트장 같은 빈티지 팝 감성	얼그레이 케이크, 레드벨벳 케이크	장난감같이 귀여운 비주얼의 꾸덕하고 진한 레터링 케이크들	케이크 비주얼이 너무 예뻐서 사진 찍기 바쁩니다|인테리어가 동화 같아요|얼그레이 향이 진해서 맛있습니다	미국식 케이크라 단맛이 매우 강해 호불호가 갈립니다.	https://blog.naver.com/dingacake	주말 오후 웨이팅 필수	False	주차 불가	False	False	True	하이웨스트|디저트 비주얼|하이웨스트가 빈티지 스콘 중심이라면, 딩가케이크는 미국 하이틴 감성의 레터링 케이크 중심
카페 공명	서울 마포구 연희로 11	출판사에서 운영하는 차분하고 넓은 북카페 느낌	공명밀크티, 우유생크림 스콘	필름 카메라와 책이 어우러진 공간에서 즐기는 달콤한 스콘	노트북 켜고 작업하기 최고의 환경입니다|밀크티 보틀이 예뻐요|스콘 안에 크림이 듬뿍 들어있습니다	카공족이 많아 자리가 잘 나지 않습니다.	https://youtube.com/cafegongmyoung	만석 시 웨이팅 (회전율 낮음)	True	주차 불가	False	True	False	테일러커피|작업 환경|공명이 테일러커피 연남점보다 층고가 높고 콘센트석이 많아 작업하기 더 편함
맥심플랜트	서울 용산구 이태원로 250	통창 뷰, 도심 속 거대한 라이브러리 같은 세련된 복합 공간	맥심 모카골드 라떼, 스페셜티 드립	우리가 아는 믹스커피의 하이엔드 버전과 최고급 원두의 드립 커피	대기업의 자본력이 느껴지는 압도적인 공간입니다|콘센트가 많아 작업하기 좋습니다|층마다 다른 컨셉이 재미있어요	워낙 사람이 많아서 조용한 분위기를 기대하긴 어렵습니다.	https://blog.naver.com/maximplant	규모가 커서 자리는 금방 남	True	지하 주차장 (협소)	True	True	False	스타벅스 리저브 한남|공간 쾌적성|스타벅스보다 맥심플랜트가 좌석 간격이 더 넓고 라이브러리 존이 분리되어 있어 조용함
새들러하우스	서울 강남구 도산대로17길 10	아늑하고 유럽 지하 와인바 같은 포근한 분위기	프렌치 와플(크로플)	겉바속촉의 정석, 한국 크로플 열풍을 이끈 버터 풍미 가득한 크로플	인생 크로플입니다. 무조건 드세요|바질 크로플의 단짠 조합이 미쳤습니다|선물 포장용으로도 아주 좋아요	매장 취식보다 포장 대기가 더 길 때가 많습니다.	https://youtube.com/saddlerhaus	포장/취식 모두 웨이팅 필수	False	발렛파킹 가능	False	False	True	아우프글렛|크로플 식감|아우프글렛이 아이스크림과의 조화를 중시한다면, 새들러하우스는 크로플 자체의 바삭함과 코팅(바질 등)에 집중함
스타벅스 더양평DTR점	경기 양평군 양평읍 양근로 76	국내 최대 규모 스벅, 남한강이 한눈에 보이는 리저브 전용 뷰	리저브 콜드브루, 매장에서 직접 굽는 빵	일반 스벅에 없는 양평 전용 베이커리와 프리미엄 리저브 커피	강을 바라보며 마시는 커피가 힐링입니다|규모가 커서 구경하는 재미가 있어요|직접 굽는 빵 퀄리티가 스벅 이상입니다	주말엔 시장통을 방불케 할 정도로 사람이 미어터집니다.	https://blog.naver.com/starbucksdtr	주문 대기 30분, 자리 잡기 눈치게임	True	전용 주차장 (혼잡)	True	True	False	스타벅스 리버사이드팔당DTR|뷰와 규모|양평DTR이 팔당DTR보다 매장 규모와 베이커리 메뉴 라인업이 훨씬 압도적임
요새 (YOSE)	경기 남양주시 와부읍 경강로926번길 38	한강을 마주보는 하얀색 2층 저택, 테라스석의 여유로움	요새 시그니처 햄버거, 자몽에이드	커피뿐 아니라 수제 버거와 샐러드가 맛있는 브런치 맛집	테라스에서 보는 한강 일몰이 예술입니다|수제버거가 정말 맛있어요|드라이브하다 들르기 딱 좋은 위치입니다	강변이라 저녁이 되면 날벌레가 좀 있습니다.	https://youtube.com/yose	야외 명당 자리는 치열함	False	전용 주차장	False	True	False	나인블럭 뷰 팔당점|테라스 뷰|요새가 나인블럭보다 한강과 더 가깝게 닿아있어 야외 정원 느낌이 강함
말똥도넛 디저트타운	경기 파주시 지목로 137	미국 서부 LA 놀이공원 컨셉, 화려한 네온사인과 핑크빛 인테리어	말똥 오리지널 도넛, 말똥 젤라또	당이 폭발할 것 같은 알록달록한 아메리칸 스타일 도넛과 젤라또	사진이 진짜 잘 나와서 인스타용으로 최고입니다|도넛 비주얼이 화려해요|아이들이 너무 좋아합니다	도넛이 너무 달아서 많이 먹기 힘들고, 줄이 너무 깁니다.	https://blog.naver.com/malddong	주말 웨이팅 1시간 이상	False	전용 대형 주차장 (안내원 있음)	False	True	False	노티드|도넛 스타일|노티드가 부드러운 우유크림이라면 말똥도넛은 화려한 글레이징과 토핑 위주
비루개	경기 남양주시 별내면 용암비루개길 219-88	산꼭대기에 위치한 대형 온실 식물원, 해먹과 텐트 좌석	아메리카노, 구워먹는 소시지와 가래떡	산속 식물원에서 캠핑하듯 모닥불에 직접 구워먹는 주전부리	진짜 산속 깊은 곳이라 공기가 다릅니다|해먹 자리가 너무 편해서 잠이 와요|별 보러 가기 좋은 카페입니다	올라가는 길이 매우 가파르고 좁아서 초보운전은 위험합니다.	https://youtube.com/birugae	해먹 자리는 현장 예약 필수	False	대형 주차장 완비	False	True	False	식물관PH|식물원 컨셉|식물관PH가 모던한 갤러리 느낌이라면 비루개는 거대한 야외 산장 느낌이 강함
카페 노티드 청담	서울 강남구 도산대로53길 15	스마일 캐릭터와 파스텔톤의 귀엽고 아기자기한 감성	우유 생크림 도넛, 바닐라 도넛	입에서 사르르 녹는 폭신한 빵과 느끼하지 않은 우유 생크림의 환상 조화	아무리 먹어도 질리지 않는 덜 단 크림이 일품입니다|패키지가 예뻐서 선물용으로 최고|매장 곳곳이 포토존입니다	매장 취식보다 포장 손님이 많아 어수선합니다.	https://blog.naver.com/knotted_cheongdam	포장 줄 상시 대기 (앱 예약 권장)	False	발렛파킹	False	False	False	랜디스도넛|식감|랜디스는 쫀득하고 묵직한 미국식 식감, 노티드는 폭신하고 가벼운 한국식 생크림 식감
정지영커피로스터즈 장안문점	경기 수원시 팔달구 신풍로 42	수원 화성 성곽이 바로 보이는 루프탑 뷰, 빈티지한 구옥 개조	코코넛 로스터리 라떼, 크루아상	직접 로스팅한 신선한 원두와 달콤고소한 코코넛 라떼의 조화	루프탑에서 성곽 보며 마시는 커피가 기가 막힙니다|수원 행궁동 감성의 원조격입니다|노을 질 때 뷰가 환상적이에요	계단이 가파르고 노키즈존으로 운영됩니다.	https://youtube.com/jungjiyoung	주말 명당 자리 경쟁 치열	False	주차 불가 (인근 화성행궁 공영주차장)	False	False	False	킵댓|로스터리|킵댓이 에스프레소 베이스의 크림 커피에 강하다면, 정지영커피는 코코넛 등 다채로운 시그니처 배리에이션에 강함
카페 뮬라	서울 강남구 압구정로4길 13-12	유리 온실 컨셉의 화이트 톤 대형 카페, 햇살 가득한 채광	대왕 티라미수, 뮬라 그린티 밀크	벽돌 크기의 압도적인 대왕 티라미수와 싱그러운 녹차 음료	사진이 정말 밝고 화사하게 나옵니다|티라미수 양이 어마어마해서 돈이 아깝지 않아요|도심 속 온실이라 힐링됩니다	유리 온실이라 한여름 낮에는 에어컨을 틀어도 다소 덥습니다.	https://blog.naver.com/cafemula	주말 오후 대기 발생	False	발렛파킹	False	False	True	식물학|그린테리어|식물학이 도심 속 작은 식물원이라면 뮬라는 거대한 대저택 온실 느낌
도토리 가든	서울 종로구 계동길 19-8	스튜디오 지브리 애니메이션에 들어온 듯한 신비로운 폐가 컨셉	도토리빵, 그릭 요거트	도토리 모양을 한 귀여운 마들렌과 꾸덕한 수제 그릭 요거트볼	외관부터 내부까지 동화 속에 들어온 기분입니다|그릭 요거트가 정말 꾸덕하고 신선해요|굿즈들이 너무 귀엽습니다	공간이 미로 같고 계단이 많아 조금 위험할 수 있습니다.	https://youtube.com/dotorigarden	입장부터 줄 서서 빵 고르는 시스템	False	주차 불가	False	False	False	런던베이글뮤지엄|세계관 몰입도|런던베이글이 영국을 구현했다면, 도토리가든은 지브리 감성의 숲속 오두막을 완벽히 구현함
마하 한남	서울 용산구 무지개아파트 상가 4층	한강과 도심이 파노라마로 펼쳐지는 모던하고 차분한 건축 작업실 느낌	마하 블렌드 커피, 치즈 케이크	건축가 최동규의 작업실을 개조해 만든 묵직하고 깊은 맛의 핸드드립 전용 카페	통창으로 보이는 한강 야경이 최고입니다|음악과 공간의 울림이 좋아서 혼자 사색하기 완벽해요|커피 향이 아주 깊습니다	오래된 아파트 상가라 화장실 등 부대시설이 열악합니다.	https://blog.naver.com/machahannam	조용한 분위기 유지를 위해 웨이팅 있음	True	주차 불가 (인근 공영주차장 도보 이동)	False	False	False	맥심플랜트|전망|맥심플랜트가 도심 한복판 뷰라면 마하 한남은 한강과 다리 야경이 파노라마로 펼쳐지는 뷰
비캔드	서울 마포구 포은로 71-12	망원동. 모던하고 유럽 감성을 느낄 수 있는 브런치 핫플	프렌치토스트, 브륄레 토스트	겉면을 캐러멜라이징한 브륄레 스타일의 촉촉하고 부드러운 프렌치토스트	프렌치토스트가 정말 겉바속촉이고 달달해서 기분이 좋아집니다|새로 이전해서 매장이 더 넓고 인테리어도 예뻐요|아메리카노랑 프렌치토스트 조합이 최고입니다	일주일 중 특정 요일에만 영업을 하는 경우가 있어 방문 날짜를 맞추기 어렵습니다.	https://blog.naver.com/hana1234_321/224152826826|https://blog.naver.com/98ost|https://blog.naver.com/yoon___only20/224297879481	주말 피크 웨이팅	False	주차 불가 (대중교통 권장)	False	False	False	키오스크|프렌치토스트 맛집|키오스크(망원)가 클래식하고 폭신한 프렌치토스트라면, 비캔드는 겉면을 바삭하게 캐러멜라이징한 브륄레 프렌치토스트	37.5572259	126.9073816
오하하하우스	경기 수원시 팔달구 덕영대로895번길 9-6	수원 고등동의 아기자기하고 귀여운 테이크아웃 디저트 샵	두바이 초콜릿 디저트, 키티 마들렌	트렌디한 두바이 초콜릿을 활용한 구움과자와 바스크 치즈 케이크	두바이 초콜릿 디저트가 유행이라 먹어봤는데 식감이 정말 재밌고 맛있어요|키티랑 곰돌이 모양 마들렌이 너무 귀여워서 선물용으로 딱입니다|사장님이 친절하시고 디저트 라인업이 자주 바뀌어서 좋아요	매장 내에 테이블이 하나밖에 없어서 안에서 먹고 가기에는 무리가 있습니다.	https://blog.naver.com/auspiciouss_-/224303565136|https://blog.naver.com/thdud9006|https://blog.naver.com/uu5959/223993028241	테이크아웃 위주라 웨이팅 거의 없음	False	주차 정보 없음	False	False	False	수원 정지영커피|수원 디저트|수원 행궁동 정지영커피가 루프탑 뷰와 커피로 유명하다면, 고등동 오하하하우스는 귀엽고 트렌디한 포장 위주의 구움과자	37.2691729	127.0000693
1020룸	서울 중구 수표로10길 20	을지로 골목에 위치한 프라이빗하고 조용한 소규모 카페	아메리카노, 쿠키	을지로 특유의 레트로한 분위기와 조용히 쉴 수 있는 프라이빗한 공간	을지로에서 사람 많고 시끄러운 곳을 피해 조용히 대화하기 좋습니다|사장님이 친절하시고 커피 맛도 기본에 충실합니다|레트로한 감성이 묻어나는 골목 카페라 사진 찍기 좋아요	뚜렷한 시그니처 메뉴나 디저트가 없어 멀리서 찾아올 정도는 아닙니다.	https://blog.naver.com/fnvidir/224202126405|https://blog.naver.com/ol_xlw|https://blog.naver.com/lovely-jjh	웨이팅 없음	False	주차 정보 없음	False	False	False	을지로 혜민당|을지로 레트로 카페|을지로 혜민당이 화려한 개화기 감성의 양과자점이라면, 1020룸은 을지로 골목의 소박하고 프라이빗한 휴식 공간	37.5635634	126.9913805
윤숲 후르츠산도점	서울 광진구 면목로7길 8	군자역 인근. 다쿠아즈 시트로 만든 1티어 과일 산도 전문점	후르츠 산도, 다쿠아즈	폭신한 다쿠아즈 시트와 무너지지 않는 쫀쫀한 크림, 제철 과일의 조화	식빵 대신 다쿠아즈로 만든 산도라 식감이 훨씬 폭신하고 고급스러워요|크림이 전혀 느끼하지 않고 모양이 쫀쫀하게 잘 유지돼서 먹기 편합니다|계절마다 과일이 바뀌어서 시즌별로 도장 깨기 하는 맛이 있어요	인기가 너무 많아 늦게 가면 품절이라 사 먹기가 몹시 힘듭니다.	https://blog.naver.com/kiran1025/223622130851|https://blog.naver.com/sunamaison|https://blog.naver.com/dbwls753659/224199998061	오픈런 및 상시 웨이팅 발생	False	주차 정보 없음	False	False	False	망원 쿠다산도|후르츠 산도|동탄 쿠다산도가 우리쌀 휘낭시에와 직관적인 생크림 과일 산도로 승부한다면, 군자 윤숲은 다쿠아즈 시트를 활용한 1티어 퀄리티의 산도	37.5595399	127.0772777
카케야	경기 화성시 동탄구 동탄오산로 29	동탄 오산동. 정갈하고 모던한 분위기의 수제 디저트 전문점	수제 케이크	파티시에가 매장에서 직접 구워내는 정성스러운 구움과자와 케이크류	매장 인테리어가 깔끔하고 모던해서 조용히 커피 마시기 좋습니다|케이크가 많이 달지 않고 재료 본연의 맛이 잘 느껴져서 맛있어요|동네 산책하다가 들러서 가볍게 당 충전하기 좋은 곳입니다	아직 리뷰가 많지 않아 정보가 부족하며 시그니처 메뉴의 개성이 약할 수 있습니다.	https://blog.naver.com/mongjan|https://blog.naver.com/goroming22|https://blog.naver.com/luvsisi_	웨이팅 없음	False	주차 정보 없음	False	False	False	아이엠브래드 본점|동탄 디저트|동탄 아이엠브래드가 홈메이드 스타일의 친근한 과일 케이크라면, 카케야는 모던한 공간에서 정제된 맛을 내는 수제 디저트	37.1985313	127.0905426
사운드프로바이더 Cafe&Bar	서울 성동구 뚝섬로7길 6	성수동 연무장길. 고음질 스피커와 선곡이 돋보이는 힙한 음악 감상 아지트	필터 커피, 위스키	하이엔드 오디오 시스템에서 흘러나오는 엄선된 플레이리스트와 함께하는 커피	음향 시스템이 정말 훌륭해서 음악에 온전히 몰입할 수 있는 최고의 공간입니다|밤에는 바로 변해서 위스키 한 잔 마시며 분위기 잡기 너무 좋아요|성수동 특유의 힙한 인테리어와 음악이 완벽하게 어울립니다	음악 소리가 꽤 커서 조용히 대화를 나누기에는 다소 부적합할 수 있습니다.	https://blog.naver.com/giufydo|https://blog.naver.com/thisin1234|https://blog.naver.com/mz0603_	저녁 시간 및 주말 대기열 발생	False	주차 정보 없음	False	False	False	음레코드|음악 감상 카페|한남동 음레코드가 바이닐과 레트로 감성의 이태원 아지트라면, 성수 사운드프로바이더는 세련된 하이엔드 오디오 시스템을 갖춘 도심 속 몰입 공간	37.5388378	127.0567305
텟어텟 선릉	서울 강남구 선릉로86길 10-5	선릉역 인근. 논커피 메뉴가 강점인 분위기 좋은 데이트 코스	자색 고구마 라떼, 흑임자 쌀 라떼	다양한 논커피 음료와 스미스 티, 그리고 직접 굽는 에그타르트 등 베이커리	자색 고구마 라떼나 흑임자 라떼처럼 논커피 메뉴가 다양해서 커피 못 마시는 친구랑 오기 좋아요|저녁에는 조명이 어두워져서 분위기가 정말 좋고 데이트하기 딱입니다|에그타르트가 전문점 못지않게 파삭하고 필링이 가득해서 맛있어요	노트북 작업이나 공부하기에는 테이블이 불편하고 조명이 다소 어둡습니다.	https://blog.naver.com/min-imalism/223670074285|https://blog.naver.com/soniahwang13|https://blog.naver.com/enme98	대체로 원활하나 점심시간 직장인 혼잡	False	주차 정보 없음	False	False	False	테라로사 포스코센터점|선릉역 대형 카페|선릉 테라로사가 웅장한 서가와 스페셜티 커피를 제공하는 거대한 공간이라면, 텟어텟은 어두운 조명과 다채로운 논커피 메뉴가 있는 아늑한 데이트 아지트	37.5028964	127.0509528
헤르츠로그	서울 강동구 천호옛길 57	천호동 골목. 과일이 아낌없이 들어간 프리미엄 생과일 케이크 전문점	제철 과일 케이크	최상의 당도를 자랑하는 신선한 과일과 산뜻하고 느끼하지 않은 생크림의 완벽한 조화	케이크에 과일이 진짜 쏟아질 듯이 들어가 있어서 한 입 먹을 때마다 과즙이 터집니다|동물성 생크림이 너무 부드럽고 산뜻해서 혼자 한 판도 먹을 수 있을 것 같아요|천호동에서 퀄리티 있는 디저트를 찾을 때 무조건 1순위로 가는 곳입니다	케이크 한 조각에 1만 원이 훌쩍 넘어 가격대가 꽤 높고 매장 내 취식 공간이 좁습니다.	https://blog.naver.com/ahyun_0107/224290087037|https://blog.naver.com/csndr|https://blog.naver.com/nohe12	매장이 좁아 취식 시 웨이팅 잦음	False	주차 정보 없음	False	False	False	하프파운드|프리미엄 과일 케이크|송파 하프파운드가 황치즈와 과일을 넘나드는 다채로운 구움과자 성지라면, 천호 헤르츠로그는 생과일 자체의 퀄리티에 집중한 프리미엄 조각 케이크	37.5343459	127.1238221
